UID	BLANK	GWEIGHT	2A4SA	2A4SA(2)	2A0SB	2A0SA	2A4SB	2A10SB	2A10SB-20	1A17SA	1A17SA-12	2A0SB(2)	2C0SB	2C7SA	1A7SB	2A10SA	2C10SA
MR-5 MC-3 R-10 C-11		1	2082.193791	163.7801802	556.1064103	1015.936194	779.5267386	1184.092552	781.1475682	288.5299847	781.9071093	689.9079721	1125.42652	1148.132072	918.3536545	941.026494	822.4987113
MR-5 MC-3 R-10 C-12		1	191.2937304	56.28637219	171.3337395	268.4393671	265.9412121	296.7415913	296.8807851	136.8472382	158.6005792	248.54	324.8281585	276.3740032	351.1987924	311.1192258	253.326062
MR-5 MC-3 R-10 C-13		1	3706.543423	677.3597956	970.916129	1683.070635	3946.902173	1589.468961	1110.911111	765.9230303	2336.854391	2672.470688	2091.014622	966.42635	1378.395287	1237.632596	1049.548544
MR-5 MC-3 R-10 C-14		1	1007.010801	169.6688907	330.2468934	740.8164755	796.5278814	854.8486045	604.5375259	198.39676	479.8943062	640.1622253	715.3435252	655.7184273	721.1761904	561.5706522	512.2264493
MR-5 MC-3 R-10 C-15		1	949.4478471	143.0274643	297.3656126	615.3489772	670.6822609	863.2487374	605.296345	230.6818103	450.6296546	501.9469283	752.1509375	484.481378	554.1462901	612.4836957	482.3550725
MR-5 MC-3 R-10 C-16		1	263.8039623	173.002134	433.471594	508.9590682	380.3900314	680.251248	772.7251471	203.3339481	274.9213836	533.230838	428.9787847	706.6059072	818.8260478	927.3975845	755.3749597
MR-5 MC-3 R-11 C-1		1	3429.947088	608.0442697	437.0724273	1534.164687	1544.323442	2021.681708	1505.599541	1030.885592	1773.132457	1848.002833	1372.083654	1801.232316	3034.238331	1456.668045	1441.707903
MR-5 MC-3 R-11 C-2		1	8983.125714	419.1241259	638.1083739	2164.659635	2705.753926	3757.935943	1606.889171	998.7266354	4337.109001	2171.122505	2598.280588	1477.375229	1361.147912	1697.615657	1501.759091
MR-5 MC-3 R-11 C-3		1	25212.17662	1672.819119	3305.265568	9608.439399	10121.41963	13429.02753	5518.862958	6106.945238	16740.89497	9896.311189	11845.53205	5529.074219	8578.90625	6091.386549	6129.64221
MR-5 MC-3 R-11 C-4		1	9712.256022	951.693231	1723.592284	2928.85601	4114.351733	3717.471837	1867.13253	1474.479452	5097.674558	3795.429487	2872.153536	2047.594577	2384.899997	1710.871657	2517.619715
MR-5 MC-3 R-11 C-5		1	14461.14099	641.5792223	1153.811449	4097.963396	7081.611429	5289.389056	2127.653704	1525.592593	6268.602448	3051.947619	4341.084346	2726.375249	2590.806908	1996.195492	2024.751198
MR-5 MC-3 R-11 C-6		1	6801.417424	347.0027287	670.9867698	2058.682192	2499.970479	2788.688889	1340.768056	534.3773046	2624.947088	1755.085821	2201.07516	1533.022807	1485.979298	1231.49947	1126.899655
MR-5 MC-3 R-11 C-7		1	15172.5837	1894.797814	3871.460602	8118.621603	6837.559587	10764.08387	6114.199985	3154.491667	8967.120139	7635.332373	6684.601038	6362.709486	8148.095893	5036.69961	5436.278813
MR-5 MC-3 R-11 C-8		1	8033.783626	664.7635375	1436.934464	2753.533226	2696.017621	4488.131229	1782.031209	972.8196714	3463.28365	2795.094322	3754.255054	2076.253997	2919.704676	1466.288515	1504.532517
MR-5 MC-3 R-11 C-9		1	2243.708557	474.8466298	659.425	1200.484052	2062.249015	1244.356481	842.6391707	702.5611446	1520.940077	1755.142629	1179.112642	864.0482244	1233.504332	693.0645601	852.4828938
MR-5 MC-3 R-11 C-10		1	1199.724911	161.0798973	355.6678734	782.4864746	753.0955734	690.5569729	560.5544502	266.9246683	729.4529316	778.1044782	1192.170686	1022.263161	794.7613214	518.8795089	661.1079308
MR-5 MC-3 R-11 C-11		1	614.507483	112.3606972	362.0585938	478.4285866	394.7994632	491.4721173	447.9320306	239.8112735	368.7084474	488.9591485	529.4103448	491.1307758	532.9358478	477.8030691	406.2265558
MR-5 MC-3 R-11 C-12		1	113.1773788	64.13743064	109.8550324	144.8096547	107.7062868	168.2144928	220.0558645	63.99346061	101.3543715	182.9857765	221.5727368	310.972028	395.4452214	320.8959716	218.2794792
MR-5 MC-3 R-11 C-13		1	3074.040999	679.937516	988.488086	1363.434434	1826.114691	1643.051606	1053.268559	857.5887534	1308.211003	1985.814731	1285.513555	1403.087145	2053.430706	906.0807239	1214.610185
MR-5 MC-3 R-11 C-14		1	984.3753132	177.0529636	353.5605412	694.5393862	808.4651741	547.6546296	402.1406703	206.4640991	809.1382908	918.2640177	1027.538351	593.1609949	596.4439526	411.064257	354.5542169
MR-5 MC-3 R-11 C-15		1	551.7843177	101.5516907	264.3608671	278.5155126	473.6720591	494.0638889	361.6329125	135.8263876	346.4647165	385.8537227	361.2845264	416.0444845	357.3512246	344.4025514	289.286153
MR-5 MC-3 R-11 C-16		1	1339.785406	155.805708	243.2155008	541.2269767	977.0161919	873.7902174	503.493438	164.9182137	534.9164758	595.9218575	659.8186267	493.408135	419.916303	437.6769139	378.573883
MR-5 MC-3 R-12 C-1		1	1905.833333	197.2898682	42.37069222	55.42871886	4.202705882	8.512815126	422.4993863	-12.97485212	-4.086461538	12.07282282	112.6199359	-3.852800232	423.674718	385.3644908	8.704947162
MR-5 MC-3 R-12 C-2		1	1167.331103	103.0163043	163.2299128	802.1457946	1337.812739	879.8165635	624.9292865	478.1237746	1449.527172	988.6583694	1287.532162	403.3189698	765.4791315	587.5145523	443.1721609
MR-5 MC-3 R-12 C-3		1	2645.582148	1034.580606	651.8848425	2518.301099	4172.811005	2448.274317	2258.416218	2656.565796	3908.878486	3889.514935	2503.293279	1665.294065	3946.897308	2401.275507	2563.965942
MR-5 MC-3 R-12 C-4		1	2628.46954	438.196767	719.3002825	2484.311327	2665.569206	2785.161704	2569.096202	1791.232841	1253.07801	1881.846904	1761.835079	1985.583422	2050.205882	2092.156627	1856.859552
MR-5 MC-3 R-12 C-5		1	3459.950119	985.0699085	1528.594697	6583.948575	4337.094403	7379.999659	6156.612171	3850.215361	2618.270487	3814.955882	3186.682709	6304.474595	7489.224477	4395.458247	3476.943948
MR-5 MC-3 R-12 C-6		1	2313.728913	510.6219837	920.1755285	2902.82393	2100.988764	2313.657048	2145.843793	1703.885688	1722.68201	1664.189586	1850.407834	2155.930098	2548.114213	1563.515199	1350.377614
MR-5 MC-3 R-12 C-7		1	3476.314302	493.9691358	1029.400767	2029.28831	2315.166359	2204.532265	1668.599586	970.1759617	1180.187685	1271.821019	1194.11507	1287.961576	1374.350515	1591.716177	1188.694842
MR-5 MC-3 R-12 C-8		1	517.3566574	273.2371212	685.7896656	1388.125337	830.278087	1722.859653	1552.291801	922.0671222	285.9793315	932.1007632	860.9636646	1180.167518	1347.619306	1080.540078	893.1942146
MR-5 MC-3 R-12 C-9		1	2724.426792	828.6483192	1247.547674	3212.440193	2034.854396	2781.002478	2740.870211	1979.537857	1102.313131	1820.754291	1783.382937	2720.682593	3248.214258	1841.248304	1737.432662
MR-5 MC-3 R-12 C-10		1	5821.344848	633.5741273	790.5147303	2218.147167	3268.556135	2846.727536	2004.259058	960.9867574	2615.132894	2609.307995	2314.241259	1644.564369	1884.744433	2181.016393	1922.073224
MR-5 MC-3 R-12 C-11		1	929.5144676	110.4323732	256.4224857	418.1858173	605.0076193	589.75	394.8921701	203.0232704	294.1159253	296.2095106	389.2221606	361.7952609	415.0291455	336.8825353	275.6789645
MR-5 MC-3 R-12 C-12		1	709.4063147	193.9512195	263.1177514	520.0670357	732.8176923	721.1634131	538.6763285	466.023369	392.0863451	591.8899167	576.8796878	585.4772119	626.5669856	631.1233954	619.3286913
MR-5 MC-3 R-12 C-13		1	1728.105609	403.9279449	728.4397695	1249.096154	1579.160057	2145.398247	1202.745539	771.2524718	802.1697966	1156.233863	1089.746584	1737.721257	1758.900041	1067.089318	1031.443875
MR-5 MC-3 R-12 C-14		1	1770.290387	306.1629813	508.6372222	837.9418615	1054.858586	1303.477804	893.432296	439.2560219	433.081283	710.3377311	729.070663	753.0250415	793.6798432	935.7367054	815.7002493
MR-5 MC-3 R-12 C-15		1	2741.997489	553.8692241	1339.257009	2283.217357	2085.390875	3660.499255	3032.343152	907.3809254	1018.342556	1591.466166	1509.836842	2421.108128	3346.891242	2851.79946	1803.171342
MR-5 MC-3 R-12 C-16		1	164.645986	3.085293494	11.55392157	220.2102564	15.23455415	18.23348064	435.8170813	143.3879495	-1.503847948	5.871052632	132.0140765	15.60978249	113.0370507	333.5635393	26.97325924
MR-5 MC-4 R-1 C-1		1	-519.0243054	22.10263158	415.3896603	13.03864127	-13.45449173	20.210335	778.9049134	148.8459565	8.169120785	15.68404255	210.0821722	61.15093723	435.967493	483.9424004	-2.299528302
MR-5 MC-4 R-1 C-2		1	1176.964905	319.4777027	432.8806043	1963.211974	2199.059371	3156.605372	3403.992893	761.7598662	1074.847474	1935.347017	2481.897694	3124.185731	2850.086554	1788.460944	1294.92665
MR-5 MC-4 R-1 C-3		1	638.84803	158.1426554	638.4689826	315.6737448	369.5210296	427.600096	684.3556911	139.2538668	150.0653306	249.0362487	358.0047449	668.5546869	713.591933	418.7297424	301.663427
MR-5 MC-4 R-1 C-4		1	2091.128788	322.1986139	616.0423416	670.3997779	960.9604062	680.5865741	521.0102346	364.054126	862.3665	1051.457562	516.1022582	632.3085264	822.7250019	398.5656566	491.49133
MR-5 MC-4 R-1 C-5		1	4026.451453	580.3509649	731.6614583	1422.164231	1717.983403	1471.815499	1412.629508	755.4599898	1078.561232	1574.646332	1242.840722	1140.660106	1258.645312	1236.380621	1383.218013
MR-5 MC-4 R-1 C-6		1	599.6094357	151.653726	155.2719749	390.9442857	774.9452289	382.5863454	304.7322464	179.792298	677.7274946	601.4788504	584.7341641	208.5596203	300.991519	229.1770101	173.3868657
MR-5 MC-4 R-1 C-7		1	303.2958043	49.9235732	64.34375	246.5833791	296.3461811	230.5671278	285.8033673	75.93738977	203.3957341	210.7245524	279.5675991	295.6314208	268.1503497	149.3708333	115.425
MR-5 MC-4 R-1 C-8		1	1352.729769	380.0471264	355.6178197	655.9798814	1031.690299	637.4478133	884.1041667	620.1467706	1049.334474	990.1843634	861.8208793	654.0	697.2100437	1065.109174	769.2791802
MR-5 MC-4 R-1 C-9		1	188.5742061	45.59133858	42.8571955	87.71012766	66.96891288	-113.755314	151.6831891	45.81430991	54.44086022	154.1277017	148.1054945	109.7690925	135.1251742	97.62421198	49.06006868
MR-5 MC-4 R-1 C-10		1	426.9579832	19.99472686	72.28974061	199.5716746	248.7531481	190.4422266	201.9664837	52.5510335	121.9528472	181.8690073	171.9281782	126.4709596	168.75	157.7081646	154.6247758
MR-5 MC-4 R-1 C-11		1	676.8058472	77.98438404	102.1062162	398.9292784	590.9012539	409.6121924	374.234598	98.96398467	221.4655371	313.3754662	291.872	234.2696291	279.4786024	227.4415208	142.1709858
MR-5 MC-4 R-1 C-12		1	33.72877551	11.19085908	12.57196732	34.03837838	31.36516129	57.32007613	66.36415094	14.95102073	22.26388889	36.18515038	17.94120443	-3.084893268	6.877931034	51.45592062	31.15884841
MR-5 MC-4 R-1 C-13		1	-4.972744361	6.810606061	16.95486542	-7.334599673	-6.543103448	-317.1920177	2.939712792	-5.586763399	2.337662338	7.284299496	-3.268500644	-12.34830313	-6.543636945	-12.1705565	1.678116569
MR-5 MC-4 R-1 C-14		1	-1.255860806	4.087995865	-1.096544715	4.125471071	-7.656662782	0.264938272	5.008928571	-0.262289849	-1.184450323	0.092995529	0.252101608	10.93323864	37.28764205	-31.04986339	-15.49385246
MR-5 MC-4 R-1 C-15		1	4.064539787	2.753070535	10.14188086	-3.700715341	-5.026981361	4.475006052	12.64238489	6.272011121	-0.625331214	1.688297214	-4.265058218	9.336941628	-101.9745919	-50.32347309	11.7100383
MR-5 MC-4 R-1 C-16		1	97.91423431	-1.668253968	5.283809524	174.536035	-8.007398662	-145.0202269	320.9964676	111.083041	3.553276286	-8.398739381	32.5452169	2.395862069	348.062069	272.8398241	-5.178256478
MR-5 MC-4 R-2 C-1		1	1849.196717	135.5964815	242.8743439	708.7939361	783.4519369	799.0343061	680.9949778	142.1040887	377.4844055	457.0487698	813.6336229	485.8124196	254.5276832	862.8538721	447.1653199
MR-5 MC-4 R-2 C-2		1	455.8500963	74.99644444	161.7009781	308.2718209	251.5538356	7679.588716	255.9910954	99.83950004	171.8020833	185.0371575	305.4403292	42.08729241	94.32616845	287.8649796	238.0647596
MR-5 MC-4 R-2 C-3		1	15252.04101	2508.438825	4676.767468	8774.228994	10049.40043	8074.973159	6997.786978	2897.535082	7091.423458	7949.609676	9152.895737	6998.636459	9362.574903	6829.882609	5985.7853
MR-5 MC-4 R-2 C-4		1	15439.10178	2350.071429	2825.971323	5878.798404	7141.557457	9398.558615	6215.608353	2697.657162	5799.791034	8205.010823	5246.944974	6347.894352	6193.065555	6255.418077	6656.746552
MR-5 MC-4 R-2 C-5		1	2564.884444	350.3053424	794.1878361	1837.678211	1589.68363	2390.257761	1418.451993	413.714032	1640.784111	1439.092404	1881.195244	1440.256318	1679.958288	1730.738078	1336.442223
MR-5 MC-4 R-2 C-6		1	5514.361441	560.453533	1160.307235	2586.719073	2893.38904	4444.549603	2271.526104	792.7627636	2307.939362	2295.060164	2903.518414	1988.022362	2285.362084	2058.051434	1756.609928
MR-5 MC-4 R-2 C-7		1	6845.116794	1148.852417	1444.096136	2907.030508	4037.192154	3310.488235	3128.548551	1597.061412	3980.26401	3442.795918	2988.900203	2212.920144	2662.930642	3121.702811	2740.86747
MR-5 MC-4 R-2 C-8		1	5355.268764	756.5617226	1704.082856	2754.687883	2695.079926	2274.279797	1727.6693	976.6784681	2796.135294	2827.987126	2184.569655	1731.284272	1975.290242	1384.493939	1659.421675
MR-5 MC-4 R-2 C-9		1	4680.644089	671.5714161	1161.280543	2363.349571	2868.213132	1757.885262	1661.547997	633.6485407	1497.907553	2247.74001	1929.25136	1805.91699	1626.851114	1382.333083	1469.833609
MR-5 MC-4 R-2 C-10		1	3243.936905	570.0744674	986.9437939	2147.771045	1808.696224	-620.8105811	1946.623174	424.4727273	1401.715946	1827.872381	1836.82243	2421.435611	1937.65176	1953.619786	1659.64979
MR-5 MC-4 R-2 C-11		1	1630.250133	416.0475934	559.927027	1266.504712	1257.539199	1424.556857	947.1048593	346.8946513	1313.045269	1320.818428	1231.61714	1019.276933	880.3403235	747.7530298	657.6499517
MR-5 MC-4 R-2 C-12		1	2385.849157	254.9089298	275.0574381	619.4541884	860.0263579	683.842599	901.5892344	212.8424771	428.6592285	558.1968881	541.7898879	781.2463535	710.1811126	768.903556	593.9209849
MR-5 MC-4 R-2 C-13		1	3156.467385	375.7021337	891.2014184	1244.164895	1516.190604	9056.099793	11063.38322	530.8074153	1077.46585	1382.354233	1459.921536	5860.331072	3280.825351	9859.976844	7730.883228
MR-5 MC-4 R-2 C-14		1	4715.147993	674.6709961	1328.174451	1601.552617	1745.278772	12394.17049	21793.16678	924.3402328	2249.888101	1960.169066	1744.217312	6706.067511	4316.313617	14762.77669	9603.025061
MR-5 MC-4 R-2 C-15		1	5031.369177	621.7665785	1096.971514	1851.666453	1510.365463	1716.732796	1901.401409	756.7583513	1461.789487	1671.334329	1676.863585	1610.856089	1732.739263	1759.73901	1383.742673
MR-5 MC-4 R-2 C-16		1	5782.563011	1069.459962	2409.009294	2306.363268	1961.794768	1713.054629	2114.285014	1069.596159	1484.397143	3315.828984	3248.791604	3195.966655	3031.767923	1383.592896	1925.419328
MR-5 MC-4 R-3 C-1		1	8808.439853	1022.730444	2423.774913	4281.460648	5297.352659	4791.205198	4131.887681	1392.605567	2828.12374	3759.338642	4339.15436	4142.372445	4762.82931	4164.013426	3262.306944
MR-5 MC-4 R-3 C-2		1	1963.705236	215.8722208	269.8269475	782.093536	913.4967242	3225.378744	751.8199793	243.0702057	683.2548611	658.3929354	786.6928973	650.7981222	595.6707422	703.6912037	640.8185185
MR-5 MC-4 R-3 C-3		1	691.2063325	135.1354428	292.3146875	524.1626569	324.0197366	2804.433584	517.9180328	157.9108134	323.2009956	370.2128553	526.6887669	538.4195602	577.8677662	531.8845427	482.7906604
MR-5 MC-4 R-3 C-4		1	4338.627677	497.5079558	1561.577116	1887.071094	2263.546767	2693.796829	1949.322853	587.3781909	1141.834361	2282.036572	2012.686832	2900.334926	2124.045069	1945.793277	1864.787963
MR-5 MC-4 R-3 C-5		1	1999.955011	267.4300108	492.0235663	903.9308708	832.4745342	1340.327062	916.5639419	305.6051527	562.5069404	914.8080607	927.584649	658.8220122	615.4419376	757.923913	691.937127
MR-5 MC-4 R-3 C-6		1	6257.88529	1680.657149	2171.911387	4297.27372	5272.093779	5515.529639	3309.189327	1992.09206	5695.995418	5047.249933	3882.757389	3374.504146	4226.863168	3726.082055	2945.221963
MR-5 MC-4 R-3 C-7		1	2889.101838	641.2352051	1099.366594	1850.09383	2066.474333	2209.276144	858.5792426	764.364532	2295.97357	1916.475764	2129.008174	756.2787594	900.706015	705.5845118	872.2777778
MR-5 MC-4 R-3 C-8		1	1284.654207	429.2713385	1427.3998	1157.967005	999.7045863	387.3934706	1855.70341	480.042301	998.1057302	1582.108367	1193.121755	2006.274377	1707.286518	1945.273092	2029.506024
MR-5 MC-4 R-3 C-9		1	2146.826648	404.7430766	748.2143363	949.6138729	1203.489575	3379.765812	1332.030797	397.6353091	851.7568362	1057.387675	938.7764724	1067.472221	1059.469829	1203.393743	1386.947321
MR-5 MC-4 R-3 C-10		1	9514.051345	3974.297548	3904.312352	4852.844502	6616.900784	4112.276442	4088.118037	1919.231505	7783.29842	8967.379144	3468.982809	5381.621902	5369.998947	4046.507859	5951.101849
MR-5 MC-4 R-3 C-11		1	989.4898802	146.2472973	200.043408	460.0464341	439.5426719	558.5255602	520.7004995	172.8896659	337.0002718	425.4706981	396.312941	366.2965568	349.7042385	493.5254998	410.8825989
MR-5 MC-4 R-3 C-12		1	6230.124638	1100.530154	1933.826316	3077.265056	3126.796827	2139.563281	2694.439352	1327.822286	2995.538012	3832.499015	2882.905941	2501.511645	2790.37379	2306.742879	2389.53903
MR-5 MC-4 R-3 C-13		1	1824.865607	225.8956944	400.937697	667.3811841	796.4042424	5780.25026	802.7827295	220.7810383	701.6265566	720.2818885	637.9041812	589.4659908	575.506543	751.3557416	638.6291866
MR-5 MC-4 R-3 C-14		1	25170.78553	8560.039645	7775.435339	12428.02661	18050.15128	10774.59721	8858.53564	5410.373472	19405.33226	19631.23526	9902.275513	9970.134961	10143.0983	8861.133165	9003.54234
MR-5 MC-4 R-3 C-15		1	11021.87291	1590.266627	2787.362573	4870.017061	5834.263721	5713.823075	3030.771084	1470.235651	5176.75427	5701.090548	4407.002944	3065.684622	3191.80294	2442.660836	2637.474359
MR-5 MC-4 R-3 C-16		1	5712.649886	1384.385135	3033.554296	2956.340452	3488.322816	1599.443522	3501.020048	951.0685254	3341.77126	4718.332307	3176.429063	3384.692188	3300.548906	4185.074215	3947.63483
MR-5 MC-4 R-4 C-1		1	1869.986867	238.6331111	348.0746597	929.1415015	1556.873722	6456.820098	763.7350774	321.0040014	812.7059479	864.2264406	1081.431771	916.230303	1006.347339	824.2048193	729.4136546
MR-5 MC-4 R-4 C-2		1	9629.274735	1694.724091	2323.470033	6038.122807	7831.408971	4839.337931	4871.337721	2566.426051	6272.226148	5816.723696	6195.785171	4393.588556	6346.614569	5391.709522	4243.600161
MR-5 MC-4 R-4 C-3		1	1917.515764	556.470171	665.387544	1899.324008	1973.304773	3686.988376	2067.249166	941.8287618	1694.572967	1608.122968	1590.58061	1497.407269	2796.116514	2321.882005	1938.605314
MR-5 MC-4 R-4 C-4		1	4810.434337	410.2778073	900.2916894	2313.884219	3038.541141	3869.38134	1872.903727	459.1497565	1912.28125	1899.642125	2407.34135	2275.811809	2068.80172	1579.18004	1296.957773
MR-5 MC-4 R-4 C-5		1	3082.008761	474.6743488	778.0009259	2066.402364	3562.123402	3641.296078	1584.472866	627.4290775	2294.625783	2411.525679	2397.098056	1529.276968	1916.183428	1445.053776	1286.016821
MR-5 MC-4 R-4 C-6		1	2920.629293	711.8462121	2272.765894	2342.070707	1476.988522	3072.775744	1706.018553	1127.067322	2318.503265	2219.991997	1675.280049	1653.75833	2594.939687	1722.882287	2137.141948
MR-5 MC-4 R-4 C-7		1	2291.333116	749.8340024	1486.18846	2116.260759	1732.049037	1947.428922	1476.431234	1083.893393	2256.358774	2290.842008	1679.515909	1398.373768	2242.590517	1274.405447	1638.494798
MR-5 MC-4 R-4 C-8		1	7603.815789	749.5479701	1680.44836	3457.024	4505.55048	4430.529902	2271.772142	1006.197414	2934.80058	3126.216831	2587.921742	1852.988652	1932.713832	1598.128872	1724.725168
MR-5 MC-4 R-4 C-9		1	2007.39645	425.4113278	1734.156207	1780.154958	1238.49445	2165.469906	1893.385506	505.5865106	1268.23619	2056.635873	1631.686965	1082.128837	1330.609468	2024.736212	1857.408931
MR-5 MC-4 R-4 C-10		1	722.158018	143.5562457	251.4310964	654.0723218	558.7606701	3272.671671	583.1149275	145.6229212	492.5729555	535.1238095	624.4878911	434.3969378	496.4145263	535.1180513	476.6156582
MR-5 MC-4 R-4 C-11		1	2418.033497	582.7111942	1089.456118	1795.954685	2322.671329	2862.223388	1789.762282	610.6055416	2297.583498	2394.253278	1828.479012	1380.90056	1247.962417	1552.667325	1253.098043
MR-5 MC-4 R-4 C-12		1	5717.176948	1842.971872	2815.714701	3770.768625	4224.87619	4906.041667	3574.33304	1758.460003	6766.450772	6728.196831	4127.153983	3842.350118	4564.01487	3464.73733	2979.694939
MR-5 MC-4 R-4 C-13		1	2505.975998	479.5772155	603.3398496	1303.945539	1647.729614	3995.319003	920.2049102	508.1464261	1746.071403	1754.486738	1395.583181	775.8532014	855.464302	534.2684467	518.4664987
MR-5 MC-4 R-4 C-14		1	1140.819916	264.5286648	414.0982809	909.6360559	834.3340909	697.9687009	1000.994895	320.0941982	1009.632786	1089.7202	949.9717371	695.4432523	1045.944576	772.7410814	522.5523969
MR-5 MC-4 R-4 C-15		1	5811.001249	940.4487767	1682.403648	3169.912665	2537.56136	4768.894237	2731.780288	928.4526779	2862.173211	2977.074642	2617.278069	2546.781275	2697.783286	2289.795588	2239.041275
MR-5 MC-4 R-4 C-16		1	1587.114053	278.0017879	320.1120539	744.3097222	835.3264971	844.3377549	667.2909933	270.3639593	695.6887213	750.9608402	643.1555084	537.9383143	713.1762847	475.2202177	424.1990357
MR-5 MC-4 R-5 C-1		1	123.708837	40.5262103	68.33701931	97.08176829	164.0682466	352.8635976	167.8900126	52.20251293	94.16852948	162.4980173	123.0163399	161.7559649	191.0495906	204.4398598	153.3515822
MR-5 MC-4 R-5 C-2		1	959.2138867	202.3476688	353.2708333	713.5455491	1283.015274	541.5641835	913.8358586	277.2920742	568.37843	838.180293	831.1360837	713.0125661	908.5568783	1000.282208	701.9846096
MR-5 MC-4 R-5 C-3		1	1992.805039	243.4832023	503.3873626	1214.776036	1750.743771	1296.409871	1158.689935	396.7040093	983.0748011	1013.671377	1306.976016	1299.601239	1385.361471	1155.884662	927.5171498
MR-5 MC-4 R-5 C-4		1	377.8148615	103.7196818	139.6724411	397.9880845	677.8625153	149.622682	357.5863171	122.2484264	382.9479167	433.2582446	446.3942308	233.306934	312.5742858	301.2755776	259.4449727
MR-5 MC-4 R-5 C-5		1	306.1415233	88.904842	187.0592809	233.9678184	300.5340293	482.7109575	314.454058	111.5023751	210.6722885	358.8411797	341.7434174	371.9361258	317.6168314	314.1787842	269.2371578
MR-5 MC-4 R-5 C-6		1	77.06117534	34.02482456	72.28798077	128.7669913	113.4804852	25.45705759	121.5296818	30.59791208	117.1276818	172.7091278	188.8591929	59.49174528	88.53110259	116.8438369	81.7459067
MR-5 MC-4 R-5 C-7		1	202.5207547	58.92214221	63.91731499	194.794709	279.0805948	186.4066937	182.7809037	74.52030812	197.5470547	236.5326938	292.5705895	452.6320565	241.3513105	161.4979245	409.0559043
MR-5 MC-4 R-5 C-8		1	430.4523103	112.802232	164.0726446	484.0079591	636.03585	2216.062122	343.4177551	136.5164893	393.0362269	484.1398555	546.6352809	230.7411841	279.0915639	286.0957451	214.6692939
